Index,Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability,cluster_id
3,0,0.48340077,0.556694287,0.536163606,0.602444544,0.602444544,0.999035412,0.797458077,0.809380276,0.303505674,0.781632571,7530000000.0,0.0,0.45236909,0.000268027,0.0,0.179217058,0.179217058,0.179217058,0.227474709,0.25963783,0.043090279,0.110251608,0.182044136,0.02215928,0.849000731,0.690847658,0.690847658,0.217952641,0.000108475,0.000482019,0.264386787,0.295965128,0.008397478,0.000698077,0.631990658,0.025663192,0.218943677,0.781056323,0.00658688,0.399979422,0.005365848,0.110207305,0.181087399,0.435777033,0.106446777,0.002416483,0.002616377,162000000.0,0.000782219,0.047258065,0.062647063,0.407543927,0.010340089,0.818119495,0.068259661,0.866373537,0.049627671,0.000557052,0.001372235,0.191852433,0.317865075,0.278599256,0.02059108,0.83914723,0.742511443,0.345391307,0.004295493,0.933711203,0.002403215,0.010379019,0.000403094,2660000000.0,0.59399578,6160000000.0,0.671583019,0.057977775,0.83914723,0.345391307,0.124182006,0.65409553,0.460586412,0.404612049,0.318515828,0.034617321,0,0.806477353,0.00217696,0.621609919,0.602444319,0.841891305,0.293390791,0.027063119,0.566189747,1,0.015405672,0
5,0,0.546043972,0.617804187,0.600567482,0.597716888,0.597716888,0.998991619,0.797579955,0.809485476,0.303809972,0.78176015,4310000000.0,119000000.0,0.460547042,0.000473047,0.051624658,0.251401121,0.251401121,0.251401121,0.286470644,0.313043786,0.082596004,0.107157398,0.237930255,0.022464374,0.850147398,0.690016669,0.690016669,0.217663289,0.000116426,0.000632668,0.265075258,0.372182482,0.009102624,0.008920918,0.630840331,0.009487593,0.150799649,0.849200351,0.012930045,0.374047996,0.008192576,0.107153908,0.228504638,0.401456011,0.166416792,0.00089071,0.007100253,0.022114028,0.003102397,0.046290323,0.165941571,0.409126885,0.006828284,0.801489165,0.569354256,0.546472932,0.039790091,0.009223698,0.001876815,0.112269325,0.338860539,0.276977594,4460000000.0,0.705312023,0.736202503,0.332212354,0.008391717,0.954352652,0.0030141,0.00849879,0.000158532,0.00017177,0.593954664,3240000000.0,0.671573538,0.022059583,0.705312023,0.332212354,0.119737457,0.644901157,0.459607858,0.555845046,0.314940614,0.031998765,0,0.834985182,0.003545569,0.624558678,0.597712991,0.843722636,0.281659828,0.026861466,0.565472731,1,0.024103248,0
6,0,0.465070931,0.53368949,0.516944162,0.594740483,0.594740483,0.998962386,0.797392642,0.809312574,0.30354362,0.781571799,2460000000.0,25500000.0,0.46190584,0.000743074,0.51533556,0.179469892,0.179469892,0.179469892,0.214900255,0.319303954,0.013279489,0.095269115,0.170520449,0.022311448,0.848157279,0.689712983,0.689712983,0.217629684,5670000000.0,0.000446085,0.264142015,0.379028352,0.00833882,0.001752992,0.649043849,0.014823225,0.183420504,0.816579496,0.005642612,0.381240172,0.005556571,0.095290439,0.169542267,0.412982987,0.037481259,0.000462601,0.013697554,1090000000.0,0.000152813,0.02,0.056372369,0.392279686,0.046430298,0.804444652,0.259962932,0.70201655,0.039685347,0.002956679,0.001342597,0.156716409,0.341929029,0.278126155,0.014247344,0.815194833,0.737743394,0.336999105,0.001664987,0.931492791,0.002246091,0.00393624,0.000747781,0.000278754,0.59406023,0.000110772,0.671530956,0.128754501,0.815194833,0.336999105,0.113807976,0.6237671,0.456596849,0.572140223,0.309892797,0.034853514,0,0.796315229,0.054012581,0.6133229,0.594735853,0.840085104,0.285529212,0.029521363,0.568791144,1,0.019155337,0
13,0,0.590113587,0.611753162,0.634991167,0.611402586,0.611402586,0.999206422,0.797671951,0.809557996,0.303521384,0.7818518,4790000000.0,1820000000.0,0.522078794,0.0,0.086648446,0.203826219,0.203826219,0.203826219,0.245438215,0.340100446,0.024260024,0.122954157,0.19545078,0.022052546,0.848000666,0.689317485,0.689317485,0.217583924,6120000000.0,0.000446309,0.263527364,0.388836109,0.038214545,0.034423515,0.630612252,0.000762363,0.022674366,0.977325634,0.005266195,0.369637181,0.005365848,0.122974579,0.194480054,0.3958975,0.115442279,0.001079403,0.005853546,0.000210754,0.000136926,0.022741935,0.011779739,0.40158522,0.01183032,0.873352424,0.500338929,0.528407786,0.372755225,0.034819394,0.074423575,0.026157935,0.515897129,0.277029651,0.00910871,0.961117994,0.737434008,0.326925726,0.0,0.953402194,0.003231299,0.008261482,0.00017519,0.000171282,0.594024089,0.000343729,0.671572185,0.47518488,0.961117994,0.326925726,0.110933234,0.642770967,0.459121413,0.713684158,0.314550153,0.007584956,0,0.844408117,0.009663373,0.622829943,0.611404304,0.842483068,0.275331798,0.026791157,0.565158396,1,0.159041554,0
14,0,0.501876859,0.54769952,0.562556882,0.64778247,0.64778247,0.999075622,0.797458907,0.80941556,0.303422771,0.781682115,0.000762507,0.000545351,0.458042492,0.00040204,0.0,0.180481227,0.180481227,0.180481227,0.21716933,0.314210936,0.005278521,0.098037619,0.172026813,0.022128369,0.848152409,0.690614231,0.690614231,0.217730145,0.000240907,0.001577192,0.264477702,0.372210424,0.025580575,0.016559221,0.631268407,0.002318095,0.059678931,0.940321069,0.006528565,0.370638114,0.005365848,0.098001856,0.170439635,0.398930633,0.047976012,0.001213314,0.005214822,516000000.0,0.000158865,0.016129032,0.001827182,0.392630198,0.001828006,0.923511033,0.583712634,0.825506178,0.51102537,0.01743823,0.044096691,0.061151661,0.331215752,0.277186018,0.021363814,0.939162118,0.740896101,0.328203922,0.000405628,0.902462229,0.002262493,0.029471394,0.001090129,0.000777268,0.594490877,0.001759956,0.672187705,0.126543383,0.939162118,0.328203922,0.111328463,0.874109759,0.553951315,0.545538407,0.341665262,0.011435478,0,0.801562099,0.00078652,0.62434957,0.647778623,0.840367205,0.276460216,0.027137554,0.566402337,1,0.064648238,0
16,0,0.480865792,0.546990842,0.529953424,0.595994465,0.594862999,0.998925989,0.797466377,0.809372595,0.303748823,0.781622466,630000000.0,2530000000.0,0.459938099,730000000.0,0.193035732,0.188108381,0.188108381,0.188108381,0.218682046,0.316403763,0.016289305,0.092582037,0.174964224,0.021980848,0.8478369,0.689864408,0.689864408,0.217644872,6850000000.0,0.000438823,0.264645546,0.374464439,0.012408074,0.010567233,0.630635882,0.002255173,0.058348702,0.941651298,0.011828019,0.370418916,0.006485815,0.092725585,0.173697308,0.397242582,0.088455772,0.000752742,0.008404172,0.000217823,0.00128302,0.020322581,0.029511038,0.38853712,0.002731253,0.806475438,0.355070845,0.394708525,0.184521773,0.010820093,0.016204449,0.060079325,0.336552518,0.277108462,0.004453141,0.942105407,0.734803892,0.32815743,0.0,0.934366853,0.002413187,0.008650838,0.000180249,0.000167069,0.593982845,0.000232806,0.671580943,0.03200562,0.942105407,0.32815743,0.110933234,0.651794539,0.462980901,0.556457487,0.315599735,0.023600123,0,0.805229609,0.007206794,0.624691097,0.595992902,0.840577851,0.276414378,0.026797073,0.565186447,1,0.066087491,0
17,0,0.484960757,0.539576973,0.538786873,0.618227418,0.618025627,0.99897706,0.797438571,0.809358013,0.30359341,0.781666536,0.000383682,0.000392374,0.469099083,0.0,0.071161049,0.168682314,0.168682314,0.168682314,0.217736598,0.320011318,0.007229608,0.095757674,0.171424268,0.022091754,0.848214229,0.693447325,0.693447325,0.217977921,7050000000.0,0.000445685,0.26418553,0.382353489,0.021049544,0.016748868,0.630612252,0.001413473,0.039453397,0.960546603,0.005888106,0.369637181,0.005365848,0.095730128,0.170469799,0.396744205,0.061469265,0.00069796,0.009067659,0.000104135,0.000147517,0.016451613,0.012308506,0.392607585,0.010756125,0.835066539,0.38072166,0.429431625,0.213727256,0.018021501,0.029020235,0.038688334,0.360856455,0.277079776,0.008166463,0.870456569,0.735960786,0.327358144,0.0,0.931023949,0.002258924,0.029535064,0.000291052,0.000263326,0.594063405,0.000388952,0.671641481,0.209482079,0.870456569,0.327358144,0.110933234,0.692111761,0.488690157,0.592409897,0.319880726,0.013926493,0,0.800956986,0.000742147,0.624057952,0.618227137,0.840309131,0.275804169,0.026791157,0.565158396,1,0.096441088,0
20,0,0.430702481,0.484354557,0.482681086,0.617564393,0.617564393,0.998830893,0.797065328,0.809025749,0.303247056,0.781309342,0.000522561,1410000000.0,0.461362321,0.00060106,0.0,0.161223716,0.161223716,0.161223716,0.20090763,0.317500177,0.011903141,0.088022148,0.156435942,0.022048769,0.847873404,0.689099091,0.688789057,0.21756923,5480000000.0,0.000405658,0.263486957,0.376140978,0.005730403,0.003667558,0.629920823,0.008183551,0.139795024,0.860204976,0.005086857,0.376311557,0.005906942,0.087986712,0.155448307,0.402629608,0.067466267,0.000428109,0.014794827,3960000000.0,9000000000.0,0.022419355,0.008668831,0.388186608,0.012221626,0.746596407,0.269864737,0.405441611,0.026644177,0.00372005,0.00108179,0.130504102,0.340589546,0.271750799,0.005545342,0.885995717,0.731609392,0.332701851,0.000594013,0.911224636,0.002126015,0.054851995,0.000222907,0.000150743,0.593908905,3990000000.0,0.671566372,0.410732963,0.885995717,0.332701851,0.111365344,0.637808624,0.45834264,0.564298718,0.313661757,0.050053751,0,0.762572121,0.00086372,0.623625253,0.617561226,0.837111263,0.280714134,0.026615305,0.564152511,1,0.026277723,0
21,0,0.534490323,0.596216747,0.588521869,0.60472189,0.60472189,0.999116064,0.797545923,0.809463733,0.303490205,0.781733764,311000000.0,52600000.0,0.457797573,0.000312031,0.0,0.368968859,0.368968859,0.368968859,0.335539378,0.29369739,0.160488225,0.211464864,0.265797997,0.022426921,0.848331045,0.690255117,0.690255117,0.217693331,0.000137244,0.000515208,0.265145193,0.371241757,0.012242708,0.002094856,0.631029712,0.014962748,0.184055386,0.815944614,0.005344392,0.38485024,0.005365848,0.211124139,0.264693462,0.398714938,0.136431784,0.004173557,0.001514835,0.000144833,0.000201985,0.042096774,0.048631817,0.417120825,0.041472293,0.807811536,0.314554525,0.409579058,0.034877013,0.009121602,0.002915152,0.063147523,0.337089074,0.277233793,0.008410339,0.318988566,0.738143081,0.330573752,0.031087451,0.940443829,0.002993884,0.005962735,0.000152812,0.00012044,0.593972501,3650000000.0,0.671583009,0.355805712,0.318988566,0.330573752,0.142654353,0.656180293,0.461119554,0.543490195,0.31781687,0.023914811,0,0.822636855,0.020846228,0.617242375,0.604721489,0.843293491,0.285630629,0.026930216,0.565744352,1,0.019072682,0
23,0,0.6056647,0.672045355,0.674286632,0.613427694,0.613427694,0.999191863,0.79762367,0.809553569,0.303467485,0.781830466,9480000000.0,4820000000.0,0.471908944,0.000493049,0.0,0.182335342,0.182335342,0.182335342,0.251016356,0.331895027,0.030854394,0.128409739,0.198764781,0.022263675,0.848181337,0.689608937,0.689608937,0.217617509,0.000136994,0.000668628,0.265303712,0.397460974,0.014487942,0.012082542,0.630619786,0.003956812,0.089216072,0.910783928,0.005447479,0.369637181,0.005365848,0.128429984,0.196041023,0.401673046,0.205397301,0.000807523,0.007831199,0.000238268,0.000417587,0.040645161,0.006665394,0.397073788,0.002877321,0.867534981,0.682664734,0.732349668,0.299740691,0.013058288,0.016642859,0.095301087,0.372246319,0.277066678,0.004044028,1.0,0.738850567,0.329784826,0.0,0.933973529,0.00271043,0.022462868,0.000182844,0.000175595,0.593993143,0.000208211,0.671606658,0.271022478,1.0,0.329784826,0.110933234,0.706925094,0.477212226,0.65755493,0.323129983,0.02023887,0,0.85914514,0.001165223,0.624890342,0.6134254,0.844242094,0.27764848,0.026793678,0.565170387,1,0.042856224,0
