Index,Bankrupt?,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability,cluster_id
0,0,0.450397309,0.504034017,0.506986455,0.594639588,0.594639588,0.998905537,0.797293037,0.809239142,0.303488755,0.781491378,8010000000.0,0.0,0.462633888,0.000414041,0.0,0.178753529,0.178753529,0.178753529,0.20487851,0.318455118,0.029432672,0.087615015,0.16072908,0.021975238,0.847242468,0.68837111,0.68837111,0.217462057,6720000000.0,0.000426495,0.263435671,0.377035133,0.00975036,0.005754928,0.630234175,0.005869103,0.115609033,0.884390967,0.005180489,0.372957594,0.005919738,0.087628446,0.159716462,0.398019622,0.140929535,0.002140546,0.002953671,0.000138337,0.000162647,0.032741935,0.015463478,0.389091156,0.012668676,0.778115712,0.153374891,0.259177395,0.069737919,0.005650027,0.007309909,0.050257335,0.342192633,0.277531686,0.01093818,0.403584389,0.733788068,0.328358814,0.016590223,0.927051004,0.002077176,0.017202295,6500000000.0,3880000000.0,0.59393539,5450000000.0,0.671586291,0.457496849,0.403584389,0.328358814,0.117688423,0.666103393,0.464341731,0.570384529,0.318116311,0.029918535,0,0.780554329,0.004919312,0.623633775,0.594641021,0.838868677,0.279035542,0.026788158,0.565144055,1,0.032463577,1
4,0,0.510359284,0.537287396,0.552545639,0.600023062,0.600023062,0.999009183,0.797405508,0.809313355,0.303468452,0.781613904,6270000000.0,2360000000.0,0.462167535,0.000409041,0.732057901,0.194766339,0.194766339,0.194766339,0.234376477,0.319445427,0.090339852,0.115625763,0.177976953,0.022059831,0.847995231,0.689160174,0.689160174,0.217590601,5590000000.0,0.000424699,0.263489288,0.374371298,0.009247397,0.008378801,0.631458816,0.007031799,0.128609003,0.871390997,0.007174392,0.372080799,0.005710125,0.114555344,0.176834326,0.399742505,0.287856072,0.001444615,0.004379699,0.00126242,0.002158288,0.06483871,0.095415889,0.407396938,0.005093819,0.809457441,0.612446645,0.614336367,0.275644299,0.008961593,0.011759865,0.124174052,0.342800793,0.277039043,0.001094615,0.914600608,0.736222295,0.331974497,0.0,0.933201617,0.00224621,0.034974687,7010000000.0,7560000000.0,0.593934807,981000000.0,0.671565437,0.065429197,0.914600608,0.331974497,0.110933234,0.617999599,0.454356454,0.573563511,0.310453737,0.031509132,0,0.799276895,0.001124064,0.623992713,0.600018828,0.840313219,0.27987845,0.02687994,0.565548925,1,0.028857869,1
7,0,0.476332082,0.534507196,0.526580652,0.610984592,0.609182894,0.999040842,0.79738116,0.809311792,0.303359446,0.781569834,0.000177965,263000000.0,0.466903198,0.000291029,0.0,0.174918882,0.174918882,0.174918882,0.214805711,0.324043291,0.013914727,0.10039899,0.169993221,0.022073659,0.847985702,0.689133629,0.689133629,0.217562836,6380000000.0,0.000440295,0.263572433,0.385902165,0.006356922,0.004307618,0.633985836,0.005825331,0.115095081,0.884904919,0.005203764,0.374145293,0.005365848,0.100379436,0.168999321,0.39918786,0.070464768,0.00048492,0.013047729,8270000000.0,9460000000.0,0.021290323,0.005640174,0.393444291,0.0077829,0.755785896,0.231111521,0.301147287,0.019118704,0.004772337,0.001146843,0.088177883,0.352662756,0.279027469,0.004446882,0.72076248,0.732271932,0.329989813,0.006660374,0.931564141,0.002234685,0.02111899,0.000166572,0.000131303,0.593922377,2920000000.0,0.671563905,0.393512972,0.72076248,0.329989813,0.114063672,0.635830435,0.457715393,0.609689445,0.313481902,0.045315456,0,0.796530771,0.000551827,0.623563475,0.610983816,0.840084566,0.279003869,0.044600359,0.569914995,1,0.032626481,1
8,0,0.514113002,0.566779328,0.565340757,0.613312386,0.613312386,0.999153963,0.797617722,0.809496933,0.303536128,0.781769554,0.000131016,469000000.0,0.473198963,0.000179018,0.154367851,0.210147065,0.210147065,0.210147065,0.2312565,0.333274386,0.01836139,0.111717287,0.185659411,0.022115585,0.848062968,0.689601868,0.689600338,0.217602709,6880000000.0,0.000464351,0.264218166,0.390344995,0.009045214,0.006555315,0.630816016,0.003776252,0.086343985,0.913656015,0.005274454,0.373070548,0.006560154,0.111721791,0.184669331,0.397761055,0.064467766,0.000710134,0.008906271,6970000000.0,870000000.0,0.019032258,0.011010091,0.399029873,0.016982847,0.780637746,0.250131082,0.324360466,0.037732651,0.006793249,0.002954306,0.067444711,0.366600236,0.277360076,0.006167661,0.727300651,0.733675796,0.328696064,0.006272352,0.93813288,0.002517348,0.011735276,0.000203593,0.000160733,0.59396447,6460000000.0,0.67157157,0.393043355,0.727300651,0.328696064,0.113672571,0.642379287,0.459115458,0.638581131,0.314493636,0.032198762,0,0.815698137,0.00306821,0.624210291,0.61331342,0.841335501,0.277517807,0.026846957,0.565411119,1,0.044359183,1
10,0,0.474918344,0.53368949,0.529739279,0.601976102,0.601976102,0.99896227,0.797381021,0.809314787,0.303523559,0.781567448,0.000140961,7420000000.0,0.462868742,0.000140014,0.0,0.176351608,0.176351608,0.176351608,0.214616621,0.319162481,0.012402257,0.095269115,0.169993221,0.022084294,0.847934694,0.689195,0.689195,0.217566493,6360000000.0,0.000441892,0.263898796,0.377715063,0.009063934,0.004084283,0.632849208,0.003958635,0.089246304,0.910753696,0.00518808,0.373851164,0.005365848,0.095274154,0.168984239,0.399178482,0.070464768,0.001809826,0.003492488,3480000000.0,8250000000.0,0.019677419,0.008895025,0.391985708,0.013555285,0.790928956,0.204896475,0.435557199,0.032718875,0.0041387,0.001922046,0.090050943,0.344861066,0.277786062,0.013067452,0.943968239,0.734310506,0.329586734,0.001157939,0.937875415,0.002242013,0.013041646,0.00024893,0.000117296,0.593975075,5060000000.0,0.671581475,0.429477803,0.943968239,0.329586734,0.111618064,0.65060025,0.461423945,0.576953451,0.315592892,0.03213287,0,0.796865414,0.003257345,0.623102722,0.601977769,0.840101288,0.277649892,0.037216642,0.569733495,1,0.04284071,1
11,0,0.442499878,0.507195813,0.494940843,0.598906009,0.598812321,0.998926797,0.797298294,0.809235757,0.303453467,0.78148408,0.000125813,7100000000.0,0.454061716,0.000287029,0.0,0.170199317,0.170199317,0.170199317,0.206296681,0.311381481,0.022853427,0.091604918,0.163214582,0.022040615,0.847802044,0.688825672,0.688825672,0.217520676,7010000000.0,0.000422004,0.263226644,0.361694795,0.011515721,0.008200383,0.630023904,0.005763321,0.114339269,0.885660731,0.007366104,0.376006245,0.008547212,0.091797352,0.162619712,0.397128706,0.133433283,0.001294472,0.004887775,0.000455136,0.00071716,0.030645161,0.043526284,0.38703331,0.006969074,0.80686766,0.434823203,0.429274778,0.009646615,0.01130956,0.000725298,0.070253348,0.327843922,0.27700576,0.000887964,0.57546011,0.735712128,0.32920328,0.011885331,0.928632968,0.002143165,0.029600597,0.00012597,0.000133714,0.593960264,809000000.0,0.671571903,0.083269907,0.57546011,0.32920328,0.11880928,0.642320732,0.459139981,0.51676242,0.314473669,0.025404261,0,0.780904873,0.009172737,0.624087282,0.598903338,0.838903365,0.278958815,0.026642694,0.564334789,1,0.032862358,1
18,0,0.573879979,0.614751417,0.635205311,0.622176739,0.622176739,0.999410709,0.797939363,0.809813313,0.303561264,0.782104292,1630000000.0,107000000.0,0.473210706,0.000549055,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.34565325,0.019828486,0.136796678,0.212397379,0.022323,0.848245544,0.689896407,0.689907977,0.217649624,0.00011031,0.000613454,0.265190262,0.390801386,0.006597795,0.006007583,0.630962932,0.006611404,0.124134595,0.875865405,0.005005601,0.3747,0.005365848,0.136759653,0.208913355,0.395739413,0.053973013,0.001235632,0.005115769,0.000125535,3710000000.0,0.019354839,0.041334841,0.453924606,0.174156217,0.757458741,0.241130982,0.259739495,0.178137294,0.005993114,0.012790541,0.073588029,0.360642904,0.27753778,0.00191787,0.556052078,0.732409803,0.329526532,0.022383265,0.944833429,0.004167573,0.003248308,0.000235791,0.000224694,0.593931018,0.000434664,0.67165732,0.753413468,0.556052078,0.329526532,0.120514753,0.688009274,0.468477677,0.645362153,0.321811058,0.043723375,0,0.832858821,0.133315621,0.623744971,0.622177679,0.842987656,0.279573863,0.026897208,0.56561795,1,0.030017443,1
22,0,0.49027446,0.538541212,0.538947481,0.602920192,0.602898572,0.998997974,0.797404124,0.809328328,0.30348948,0.781609834,0.000120031,4070000000.0,0.466341226,0.000315032,0.049701387,0.199190932,0.199190932,0.199190932,0.218492956,0.322946877,0.020025107,0.098689032,0.17172554,0.022125461,0.848160444,0.689240474,0.689240474,0.217596079,6160000000.0,0.000446708,0.263902682,0.379512686,0.008296386,0.00638875,0.632877289,0.006286762,0.120506696,0.879493304,0.006074312,0.37512945,0.008380253,0.098604394,0.17065078,0.397817323,0.065967016,0.000742597,0.008525427,0.000124389,0.000187611,0.021129032,0.01674133,0.39402094,0.010867762,0.768086366,0.186721594,0.227526107,0.026527695,0.00665151,0.002699484,0.051782344,0.346729248,0.277353443,0.004601991,0.399252503,0.733140587,0.328487309,0.032181231,0.936346492,0.002261593,0.012715904,0.000132358,0.000112683,0.593942306,4330000000.0,0.671561646,0.173635085,0.399252503,0.328487309,0.122797515,0.634481438,0.457499674,0.588438925,0.313236393,0.035027521,0,0.798300595,0.009143849,0.62397457,0.602915741,0.840224357,0.279338238,0.028109994,0.567955764,1,0.031018534,1
26,0,0.534100327,0.584986917,0.577814658,0.612108851,0.611085487,0.999111095,0.797679007,0.809541461,0.303733112,0.781815168,0.000138186,3530000000.0,0.466248962,0.000648065,0.168033202,0.19063672,0.19063672,0.19063672,0.236929186,0.325281177,0.020115855,0.109274489,0.191684869,0.022088103,0.848028382,0.689332489,0.689332489,0.217585942,729000000.0,0.000476279,0.263784569,0.381114713,0.005899514,0.004287655,0.631304023,0.008261064,0.140490371,0.859509629,0.005438552,0.376348463,0.00584357,0.109279072,0.190619109,0.39846039,0.070464768,0.000906942,0.006972167,8540000000.0,0.00013617,0.023548387,0.012581702,0.398238394,0.012198053,0.750042555,0.180071764,0.245082684,0.051130683,0.004252579,0.003491486,0.077401716,0.348315615,0.252844397,0.004607176,0.517559385,0.731878859,0.330067572,0.01751563,0.941338793,0.002515507,0.015427189,0.000142116,0.000107534,0.593913846,8270000000.0,0.671572459,0.261427295,0.517559385,0.330067572,0.118755774,0.643058554,0.459297876,0.599494297,0.31458919,0.048681551,0,0.821743765,0.008844019,0.623329495,0.612108755,0.8423143,0.280769965,0.026996911,0.565979587,1,0.026130588,1
29,0,0.513869254,0.5611099,0.554312329,0.609290996,0.609290996,0.999084866,0.797501239,0.809388869,0.303477395,0.781639589,0.000135642,3110000000.0,0.474861394,0.000247025,0.283125822,0.187476297,0.187476297,0.187476297,0.222652926,0.327084954,0.024562518,0.109437342,0.180387136,0.0221211,0.848066215,0.689403296,0.689403296,0.217592104,6890000000.0,0.000445461,0.263993597,0.385855594,0.013398398,0.009359478,0.630666703,0.002468562,0.062732412,0.937267588,0.005359187,0.370672783,0.006052574,0.10909994,0.179443481,0.398298284,0.131934033,0.001324906,0.004775059,0.000114071,0.000196689,0.026612903,0.0076818,0.395117704,0.005168763,0.810266667,0.287886798,0.393945908,0.101244278,0.009499477,0.009602205,0.055594892,0.373679556,0.277245913,0.010417449,0.813349566,0.735057047,0.32804399,8090000000.0,0.937523565,0.002341788,0.026448365,0.000115304,8660000000.0,0.593963306,8540000000.0,0.671569233,0.347774568,0.813349566,0.32804399,0.110971709,0.638231384,0.457438359,0.634263249,0.314008365,0.021872065,0,0.813265898,0.003245348,0.623968014,0.609290937,0.841061985,0.276569493,0.026792488,0.565164737,1,0.061498973,1
